609,Dixit: Odyssey,6.5
609,Munchkin 8: Centauros e Homens-Lagartos,8
609,Munchkin 2: Machado Descomunal,8
609,Space Cantina: Promo Pack,9
609,Queendomino,8.5
609,When I Dream,8
609,Exploding Kittens,7.5
609,Quartz,8.5
609,Vast: As Cavernas de Cristal,9.5
610,Mice and Mystics,10
610,A Batalha dos Cinco Exércitos,9.5
610,Krosmaster: Arena – S2 -  Expansion Pack #2 - A Lucky Guy ,7
610,Krosmaster: Arena – S2 - Expansion Pack #7 - Bam-Boom,8.5
610,Ascension: Chronicle of the Godslayer – Promo pack 1,8
610,Summoner Wars: Master Set,8
610,Krosmaster: Arena – Promo: Percedal Percylax,6.5
610,Krosmaster: Arena – Promo: Grougaloragran - Old,6
610,Fotossíntese,9
610,Krosmaster: Arena – S2 -  Expansion Pack #3 - Head Hunters,10
610,Krosmaster: Arena – Promo: Phaeris,10
610,Krosmaster: Arena – Promo: Young Ogrest,6
610,Krosmaster: Arena – Promo: Goultard the Barbarian,4
610,Krosmaster: Arena – Promo: Cleophee,10
610,Krosmaster: Arena – Promo: Terminatot Stasis,6
610,Krosmaster: Arena – Duel Pack 1,9
610,Krosmaster: Arena – Season 4: Cemetery Park,8.5
610,Krosmaster: Wild Realms,9
610,Krosmaster: Arena – Promo:  Wakfu Terminatot,6
610,Krosmaster: Arena – Promo: Argon Gass,8
610,Ascension: Deckbuilding Game,9
610,Krosmaster: Arena - S1 - Expansion Pack #3 - Remington Style ,6
610,Krosmaster: Arena – Confraria do Tofu,8.5
610,Krosmaster Arena 2.0,10
610,Krosmaster: Arena - Frigost expansion,8
610,Krosmaster: Arena – Season 3,7
610,Krosmaster: Arena – Eternal Deck,10
610,Krosmaster: Arena – Dark Heroes,10
610,Krosmaster: Arena – Duel Pack 2,5
610,Krosmaster Arena,8
617,City of the Big Shoulders,7
617,Downforce,7
617,Skull,10
617,Harzbahn 1873,10
617,Sekigahara: The Unification of Japan,10
617,Roads & Boats,9
617,Pipeline,8
